,Team,Year,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OPP eFG%,OPP TOV%,OPP DRB%,OPP FT/FGA,Arena,Attendance,LG W,LG L,LG PW,LG PL,LG MOV,LG SOS,LG SRS,LG ORtg,LG DRtg,LG Pace,LG FTr,LG 3PAr,LG eFG%,LG TOV%,LG ORB%,LG FT/FGA,LG OPP eFG%,LG OPP TOV%,LG OPP DRB%,LG OPP FT/FGA,LG Arena,LG Attendance,MP/G,FG/G,FGA/G,FG%/G,3P/G,3PA/G,3P%/G,2P/G,2PA/G,2P%/G,FT/G,FTA/G,FT%/G,ORB/G,DRB/G,TRB/G,AST/G,STL/G,BLK/G,TOV/G,PF/G,PTS/G,LG MP/G,LG FG/G,LG FGA/G,LG FG%/G,LG 3P/G,LG 3PA/G,LG 3P%/G,LG 2P/G,LG 2PA/G,LG 2P%/G,LG FT/G,LG FTA/G,LG FT%/G,LG ORB/G,LG DRB/G,LG TRB/G,LG AST/G,LG STL/G,LG BLK/G,LG TOV/G,LG PF/G,LG PTS/G,OPP MP/G,OPP FG/G,OPP FGA/G,OPP FG%/G,OPP 3P/G,OPP 3PA/G,OPP 3P%/G,OPP 2P/G,OPP 2PA/G,OPP 2P%/G,OPP FT/G,OPP FTA/G,OPP FT%/G,OPP ORB/G,OPP DRB/G,OPP TRB/G,OPP AST/G,OPP STL/G,OPP BLK/G,OPP TOV/G,OPP PF/G,OPP PTS/G,LG OPP MP/G,LG OPP FG/G,LG OPP FGA/G,LG OPP FG%/G,LG OPP 3P/G,LG OPP 3PA/G,LG OPP 3P%/G,LG OPP 2P/G,LG OPP 2PA/G,LG OPP 2P%/G,LG OPP FT/G,LG OPP FTA/G,LG OPP FT%/G,LG OPP ORB/G,LG OPP DRB/G,LG OPP TRB/G,LG OPP AST/G,LG OPP STL/G,LG OPP BLK/G,LG OPP TOV/G,LG OPP PF/G,LG OPP PTS/G
98,DET,2020,20,46,26,40,-3.56,-0.82,-4.38,109.0,112.7,97.6,0.261,0.381,0.529,13.8,22.6,0.19399999999999998,0.541,12.7,75.9,0.18600000000000003,Little Caesars Arena,"509,469",26,4,24,23,23.0,29.0,24.0,21.0,22.0,28.0,17.0,15.0,19.0,27.0,14.0,20.0,22.0,17.0,24.0,8.0,None,28,241.9,39.3,85.7,0.45899999999999996,12.0,32.7,0.36700000000000005,27.3,53.0,0.515,16.6,22.4,0.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2,24,28,27,18.0,18,17,11.0,22,21,23.0,22,22,26.0,21,27,30,16,21,22,25,8,25,241.9,41.9,87.3,0.48,10.7,29.6,0.361,31.3,57.8,0.541,16.2,20.9,0.777,10.1,33.4,43.5,24.6,8.2,5.6,14.0,19.8,110.8,24,22,10,28.0,2,2,19.0,27,25,24.0,6,5,18.0,15,7,8,16,25,27,22,24,15
99,GSW,2020,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,100.3,0.264,0.355,0.49700000000000005,13.2,21.5,0.212,0.5529999999999999,13.7,76.4,0.193,Chase Center,"614,176",30,1,30,30,30.0,2.0,30.0,30.0,26.0,15.0,14.0,24.0,30.0,20.0,23.0,8.0,28.0,5.0,23.0,11.0,None,10,241.9,38.6,88.2,0.43799999999999994,10.4,31.3,0.33399999999999996,28.2,56.9,0.495,18.7,23.2,0.8029999999999999,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,27,29,21,29.0,28,25,29.0,19,8,29.0,9,16,4.0,18,26,24,9,7,20,19,10,28,241.9,42.2,88.6,0.47600000000000003,13.5,34.8,0.389,28.7,53.8,0.5329999999999999,17.1,21.9,0.7829999999999999,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0,27,23,16,24.0,28,17,30.0,15,11,21.0,11,10,23.0,17,27,26,28,27,17,6,21,24
100,HOU,2020,44,28,42,30,2.96,0.17,3.13,112.9,110.1,103.7,0.28800000000000003,0.501,0.537,12.6,21.0,0.228,0.529,13.7,75.6,0.19699999999999998,Toyota Center,"578,458",8,21,8,7,7.0,13.0,7.0,6.0,14.0,3.0,4.0,1.0,7.0,11.0,25.0,4.0,14.0,7.0,25.0,13.0,None,15,241.4,40.8,90.4,0.451,15.6,45.3,0.345,25.1,45.2,0.557,20.6,26.1,0.7909999999999999,9.8,34.5,44.3,21.6,8.7,5.2,14.7,21.8,117.8,16,16,8,22.0,1,1,24.0,30,30,2.0,2,2,8.0,20,16,18,29,3,10,15,23,2,241.4,42.3,91.5,0.462,12.2,35.0,0.349,30.1,56.5,0.532,18.0,23.7,0.7609999999999999,11.2,36.7,47.9,25.3,8.0,4.9,16.2,21.0,114.8,16,24,25,14.0,14,22,8.0,24,22,20.0,16,17,8.0,28,29,30,23,22,15,3,12,23
101,IND,2020,45,28,41,32,1.96,-0.33,1.63,110.0,108.0,98.9,0.21600000000000003,0.317,0.534,12.0,20.0,0.17,0.511,13.0,76.7,0.192,Bankers Life Fieldhouse,"529,002",7,21,12,13,13.0,23.0,13.0,19.0,6.0,21.0,30.0,30.0,12.0,5.0,29.0,30.0,5.0,13.0,21.0,10.0,None,23,241.4,42.1,88.5,0.47600000000000003,10.2,28.0,0.363,31.9,60.4,0.529,15.0,19.1,0.787,8.7,34.1,42.8,25.9,7.4,5.2,13.2,19.8,109.4,5,7,18,2.0,29,30,14.0,1,3,11.0,30,30,12.0,28,20,25,7,20,11,5,9,23,241.4,39.5,88.5,0.446,11.5,33.6,0.341,28.0,54.8,0.511,17.0,21.6,0.7879999999999999,10.4,34.9,45.2,23.1,6.9,4.6,14.7,18.8,107.5,5,6,15,6.0,6,13,4.0,11,14,9.0,9,9,27.0,20,16,16,6,3,11,13,30,3
102,LAC,2020,49,23,50,22,6.44,0.21,6.66,113.9,107.6,101.5,0.295,0.375,0.535,12.6,23.5,0.233,0.506,12.2,77.6,0.20600000000000002,STAPLES Center,"610,176",4,27,3,3,2.0,12.0,2.0,2.0,5.0,8.0,2.0,16.0,9.0,12.0,9.0,2.0,3.0,23.0,15.0,17.0,None,12,241.4,41.6,89.2,0.466,12.4,33.5,0.371,29.1,55.8,0.522,20.8,26.3,0.7909999999999999,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3,16,10,14,12.0,13,16,6.0,13,14,17.0,1,1,9.0,8,3,3,22,24,18,13,26,4,241.4,39.5,90.2,0.43799999999999994,12.3,35.6,0.345,27.2,54.6,0.499,18.5,24.5,0.7559999999999999,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9,16,8,21,3.0,18,27,5.0,6,12,2.0,19,22,3.0,25,13,18,9,14,13,20,1,13
103,LAL,2020,52,19,48,23,5.79,0.49,6.28,112.0,106.3,100.9,0.276,0.358,0.542,13.3,24.5,0.201,0.515,14.1,78.8,0.205,STAPLES Center,"588,907",3,28,6,5,5.0,4.0,3.0,11.0,3.0,11.0,6.0,23.0,5.0,23.0,4.0,16.0,7.0,3.0,7.0,16.0,None,14,240.7,42.3,88.3,0.48,11.0,31.6,0.349,31.3,56.7,0.552,17.7,24.3,0.7290000000000001,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4,22,4,20,1.0,23,23,21.0,4,9,3.0,17,8,28.0,7,13,9,10,5,1,22,14,11,240.7,39.1,87.1,0.44799999999999995,11.6,33.4,0.349,27.4,53.7,0.51,17.9,22.9,0.7809999999999999,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6,22,5,9,8.0,9,11,7.0,7,10,8.0,15,14,20.0,7,2,2,7,26,1,5,5,4
104,MEM,2020,34,39,34,39,-1.07,0.16,-0.91,109.2,110.3,102.8,0.24,0.34600000000000003,0.528,13.2,23.0,0.183,0.521,12.7,77.8,0.217,FedEx Forum,"523,297",16,13,18,20,17.0,14.0,18.0,20.0,15.0,6.0,25.0,26.0,20.0,21.0,12.0,24.0,10.0,16.0,13.0,23.0,None,26,240.7,42.5,90.9,0.46799999999999997,10.9,31.5,0.34700000000000003,31.6,59.4,0.532,16.6,21.8,0.763,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6,9,3,6,7.0,25,24,23.0,2,4,7.0,23,24,19.0,14,5,5,2,12,7,23,18,14,240.7,40.6,90.3,0.45,12.9,35.3,0.365,27.7,55.0,0.504,19.6,25.0,0.782,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7,9,14,22,9.0,23,25,24.0,8,15,6.0,26,25,21.0,19,12,14,18,21,22,12,20,21
105,MIA,2020,44,29,43,30,2.95,-0.35,2.59,112.5,109.5,98.3,0.299,0.419,0.547,13.5,20.3,0.23399999999999999,0.523,12.6,79.5,0.213,AmericanAirlines Arena,"629,771",8,20,7,8,8.0,24.0,8.0,7.0,11.0,27.0,1.0,7.0,3.0,24.0,27.0,1.0,11.0,19.0,3.0,20.0,None,7,243.1,39.5,84.4,0.46799999999999997,13.4,35.4,0.379,26.0,49.0,0.532,19.7,25.2,0.7829999999999999,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112.0,3,26,30,10.0,6,9,2.0,28,29,8.0,5,4,13.0,29,6,17,5,18,21,18,13,15,243.1,38.8,86.7,0.44799999999999995,13.1,37.7,0.34700000000000003,25.7,48.9,0.525,18.4,23.6,0.7829999999999999,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1,3,3,6,7.0,24,28,6.0,3,1,15.0,18,16,22.0,5,6,3,15,13,4,21,7,10
106,MIL,2020,56,17,57,16,10.08,-0.67,9.41,112.4,102.9,105.1,0.271,0.428,0.552,12.9,20.7,0.201,0.489,12.0,81.6,0.17800000000000002,Fiserv Forum,"549,036",1,30,1,1,1.0,28.0,1.0,8.0,1.0,1.0,7.0,4.0,1.0,14.0,26.0,15.0,1.0,24.0,1.0,6.0,None,19,241.0,43.3,90.9,0.47600000000000003,13.8,38.9,0.355,29.5,52.0,0.5670000000000001,18.3,24.7,0.742,9.5,42.2,51.7,25.9,7.2,5.9,15.1,19.6,118.7,6,1,4,3.0,4,4,18.0,9,23,1.0,14,6,27.0,25,1,1,6,23,3,20,7,1,241.0,38.9,94.0,0.414,14.0,39.3,0.355,25.0,54.7,0.457,16.7,21.2,0.787,9.5,36.3,45.8,24.2,7.4,4.5,14.1,21.7,108.6,6,4,30,1.0,30,30,15.0,2,13,1.0,8,7,25.0,8,28,21,11,12,9,19,6,8
107,MIN,2020,19,45,24,40,-4.3,0.28,-4.02,108.1,112.2,103.4,0.27699999999999997,0.433,0.514,13.0,22.1,0.209,0.541,13.2,77.2,0.218,Target Center,"482,112",28,6,25,22,24.0,9.0,23.0,24.0,21.0,4.0,5.0,3.0,26.0,16.0,19.0,10.0,21.0,10.0,18.0,24.0,None,29,243.1,40.4,91.6,0.441,13.3,39.7,0.336,27.1,52.0,0.521,19.1,25.4,0.753,10.5,34.3,44.8,23.8,8.7,5.7,15.3,21.4,113.3,30,18,1,28.0,8,3,28.0,24,24,19.0,7,3,23.0,10,18,14,20,4,4,26,19,12,243.1,43.1,90.4,0.47700000000000004,11.6,31.9,0.363,31.6,58.5,0.539,19.7,25.2,0.7829999999999999,10.1,37.2,47.3,24.4,7.8,5.5,15.5,21.6,117.5,30,28,23,25.0,7,5,20.0,30,30,23.0,27,26,24.0,14,30,29,13,18,26,8,8,28
108,NOP,2020,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,103.7,0.256,0.40299999999999997,0.539,13.9,24.2,0.18600000000000003,0.532,12.4,77.8,0.212,Smoothie King Center,"528,172",21,9,19,17,20.0,1.0,15.0,17.0,19.0,2.0,21.0,9.0,6.0,29.0,5.0,23.0,16.0,21.0,11.0,19.0,None,24,242.1,42.6,91.6,0.465,13.6,36.9,0.37,28.9,54.8,0.528,17.1,23.4,0.7290000000000001,11.1,35.4,46.5,26.8,7.5,5.0,16.4,21.2,115.8,13,2,2,13.0,5,7,7.0,15,17,12.0,20,14,29.0,2,10,6,3,19,13,29,17,5,242.1,42.7,91.8,0.465,12.2,33.9,0.361,30.5,58.0,0.526,19.4,24.7,0.789,10.1,34.7,44.8,24.5,8.5,4.8,14.5,21.1,117.1,13,26,28,19.0,14,14,18.0,25,26,16.0,25,23,28.0,13,15,13,14,28,14,15,11,27
109,NYK,2020,21,45,20,46,-6.45,-0.26,-6.72,106.5,113.0,98.6,0.263,0.318,0.501,12.6,25.8,0.182,0.541,12.4,78.3,0.22399999999999998,Madison Square Garden (IV),"620,789",25,6,26,26,26.0,20.0,26.0,28.0,23.0,26.0,15.0,29.0,29.0,10.0,1.0,26.0,20.0,22.0,10.0,26.0,None,9,241.9,40.0,89.3,0.447,9.6,28.4,0.337,30.4,61.0,0.499,16.3,23.5,0.6940000000000001,12.0,34.5,46.5,22.1,7.6,4.7,14.3,22.2,105.8,24,24,13,25.0,30,29,27.0,6,2,28.0,24,12,30.0,1,17,6,27,17,17,11,28,29,241.9,39.9,86.0,0.46299999999999997,13.3,34.9,0.381,26.6,51.1,0.52,19.2,25.7,0.7490000000000001,9.6,34.6,44.2,24.3,7.2,5.0,13.7,19.8,112.3,24,10,4,17.0,27,21,28.0,5,5,11.0,23,27,1.0,10,14,10,12,9,19,24,25,18
110,OKC,2020,44,28,41,31,1.99,0.34,2.33,110.8,108.8,98.8,0.29,0.353,0.53,12.4,19.3,0.231,0.518,12.6,76.8,0.17300000000000001,Chesapeake Energy Arena,"600,699",8,21,13,11,12.0,8.0,11.0,16.0,7.0,22.0,3.0,25.0,18.0,9.0,30.0,3.0,8.0,18.0,20.0,3.0,None,13,242.1,40.0,85.5,0.46799999999999997,10.7,30.2,0.355,29.3,55.3,0.529,19.8,24.8,0.7959999999999999,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,110.4,13,23,28,8.0,27,27,17.0,12,15,10.0,4,5,7.0,30,15,23,28,16,15,6,4,21,242.1,40.8,89.6,0.455,11.3,33.3,0.34,29.5,56.4,0.523,15.5,19.6,0.795,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4,13,16,19,10.0,5,10,2.0,20,20,14.0,4,3,30.0,23,10,12,5,7,3,18,2,7
111,ORL,2020,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,98.6,0.256,0.364,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.17600000000000002,Amway Center,"529,870",18,12,17,19,16.0,16.0,19.0,23.0,10.0,25.0,20.0,18.0,27.0,4.0,16.0,18.0,18.0,11.0,5.0,5.0,None,22,240.7,39.3,88.6,0.444,11.1,32.2,0.34299999999999997,28.3,56.4,0.502,17.6,22.7,0.774,10.3,34.2,44.5,23.9,8.2,5.4,12.8,18.3,107.3,9,27,17,27.0,22,19,25.0,18,10,27.0,19,20,17.0,15,19,16,18,8,8,4,2,24,240.7,40.4,86.9,0.465,12.2,33.6,0.364,28.2,53.3,0.529,15.3,19.8,0.7709999999999999,9.0,35.8,44.9,24.7,7.0,4.6,14.6,19.5,108.3,9,13,7,18.0,16,12,23.0,12,9,17.0,3,4,14.0,2,24,15,17,5,12,14,28,5
112,PHI,2020,43,30,42,31,2.38,-0.13,2.25,111.3,109.0,99.0,0.255,0.36,0.534,12.7,23.9,0.193,0.523,12.5,80.3,0.214,Wells Fargo Center,"639,491",12,19,9,10,10.0,19.0,12.0,13.0,8.0,19.0,22.0,21.0,13.0,13.0,6.0,21.0,12.0,20.0,2.0,21.0,None,3,241.0,41.1,87.9,0.46799999999999997,11.6,31.6,0.368,29.5,56.3,0.524,16.9,22.4,0.755,10.5,35.0,45.4,25.8,8.0,5.3,14.2,20.9,110.7,6,14,25,10.0,19,22,9.0,10,11,16.0,21,21,22.0,12,14,10,8,9,9,10,15,20,241.0,39.8,86.0,0.46299999999999997,10.4,29.4,0.353,29.4,56.5,0.52,18.4,24.5,0.7509999999999999,8.6,33.2,41.8,22.8,7.0,4.0,13.8,20.5,108.4,6,9,3,16.0,1,1,13.0,19,23,12.0,17,20,2.0,1,5,1,4,4,2,23,18,6
113,PHO,2020,34,39,37,36,0.22,0.35,0.56,111.7,111.4,101.3,0.271,0.361,0.532,13.0,22.2,0.226,0.539,13.7,78.8,0.221,Talking Stick Resort Arena,"550,633",16,13,14,14,14.0,7.0,14.0,12.0,17.0,10.0,8.0,20.0,15.0,17.0,17.0,5.0,19.0,6.0,8.0,25.0,None,17,241.0,41.2,88.1,0.46799999999999997,11.4,31.8,0.358,29.8,56.3,0.529,19.9,23.8,0.8340000000000001,9.8,33.8,43.5,27.2,7.7,4.0,14.8,22.0,113.6,6,13,22,9.0,20,21,16.0,7,12,9.0,3,10,1.0,22,21,21,1,15,29,16,25,10,241.0,41.2,87.4,0.47200000000000003,11.6,32.0,0.363,29.6,55.4,0.535,19.3,24.5,0.7879999999999999,9.1,34.2,43.3,23.6,7.9,5.5,15.6,22.6,113.4,6,17,11,22.0,8,6,21.0,21,18,22.0,24,21,26.0,4,9,7,8,20,24,7,3,20
114,POR,2020,35,39,34,40,-1.15,0.54,-0.61,113.7,114.8,100.7,0.242,0.374,0.5329999999999999,11.2,22.4,0.19399999999999998,0.53,11.2,75.3,0.20800000000000002,Moda Center,"628,303",14,13,16,21,19.0,3.0,16.0,3.0,28.0,13.0,24.0,17.0,14.0,3.0,15.0,19.0,15.0,27.0,27.0,18.0,None,8,241.0,42.2,91.2,0.46299999999999997,12.9,34.1,0.377,29.3,57.1,0.514,17.7,22.1,0.804,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115.0,2,5,3,14.0,10,15,3.0,11,7,24.0,18,23,3.0,16,12,12,30,28,2,3,22,6,241.0,41.8,91.6,0.456,13.6,35.4,0.38299999999999995,28.2,56.2,0.501,19.1,24.7,0.7709999999999999,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1,2,20,27,11.0,29,26,29.0,13,19,4.0,21,24,15.0,30,21,27,19,1,16,27,22,26
115,SAC,2020,31,41,31,41,-2.04,0.46,-1.59,110.2,112.2,98.9,0.23,0.395,0.534,13.0,21.9,0.177,0.5429999999999999,13.6,78.4,0.225,Golden 1 Center,"520,663",20,11,21,24,21.0,6.0,21.0,18.0,20.0,20.0,28.0,13.0,11.0,15.0,20.0,27.0,25.0,8.0,9.0,27.0,None,27,242.4,40.9,88.4,0.462,12.7,34.9,0.364,28.2,53.5,0.527,15.7,20.3,0.77,9.7,32.9,42.6,23.8,7.7,4.1,14.5,22.2,110.1,12,15,19,15.0,11,12,12.0,20,20,13.0,27,28,18.0,23,25,27,21,14,27,12,27,22,242.4,40.3,85.5,0.47100000000000003,12.4,34.8,0.35700000000000004,27.8,50.7,0.5489999999999999,19.2,24.3,0.79,9.1,34.5,43.5,24.9,7.7,4.2,15.2,19.5,112.1,12,12,2,21.0,21,19,16.0,9,3,26.0,22,18,29.0,3,11,9,20,17,6,10,27,17
116,SAS,2020,32,39,33,38,-1.11,0.46,-0.65,112.4,113.5,100.5,0.262,0.318,0.531,11.2,20.1,0.212,0.542,11.7,79.2,0.193,AT&T Center,"550,515",19,13,20,16,18.0,5.0,17.0,9.0,25.0,14.0,16.0,28.0,16.0,2.0,28.0,7.0,23.0,26.0,4.0,12.0,None,18,242.5,42.2,89.4,0.47200000000000003,10.7,28.5,0.376,31.5,61.0,0.516,19.0,23.4,0.81,9.0,35.6,44.6,24.7,7.3,5.5,12.6,19.4,114.1,21,6,12,5.0,26,28,4.0,3,1,22.0,8,13,2.0,27,9,15,13,22,6,1,5,8,242.5,42.3,90.2,0.469,13.1,35.1,0.373,29.2,55.1,0.53,17.4,22.5,0.777,9.4,35.9,45.3,25.7,6.8,4.3,13.2,20.1,115.2,21,25,20,20.0,26,24,25.0,16,16,19.0,13,11,17.0,6,26,17,27,2,7,25,23,25
117,TOR,2020,53,19,50,22,6.24,-0.26,5.97,111.1,105.0,100.9,0.264,0.42100000000000004,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.20199999999999999,Scotiabank Arena,"633,456",2,28,4,4,4.0,21.0,4.0,14.0,2.0,12.0,13.0,6.0,8.0,18.0,24.0,9.0,2.0,2.0,22.0,15.0,None,5,241.4,40.2,87.9,0.45799999999999996,13.8,37.0,0.374,26.4,50.9,0.519,18.5,23.2,0.7959999999999999,9.5,35.9,45.4,25.2,8.8,5.0,14.8,21.7,112.8,16,21,23,20.0,3,6,5.0,27,26,21.0,13,17,6.0,24,7,11,11,2,13,17,21,13,241.4,37.8,88.3,0.428,13.1,38.9,0.337,24.7,49.5,0.499,17.8,23.2,0.769,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5,16,1,13,2.0,25,29,1.0,1,2,3.0,14,15,12.0,26,19,24,26,11,23,2,19,1
118,UTA,2020,44,28,42,30,2.47,0.05,2.52,112.3,109.9,98.6,0.268,0.414,0.5489999999999999,13.7,21.6,0.20800000000000002,0.518,11.1,78.9,0.185,Vivint Smart Home Arena,"567,486",8,21,10,9,9.0,17.0,9.0,10.0,13.0,24.0,10.0,8.0,2.0,26.0,22.0,10.0,9.0,28.0,6.0,7.0,None,16,241.0,40.1,85.1,0.47100000000000003,13.4,35.2,0.38,26.7,49.9,0.535,17.8,22.8,0.779,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3,19,22,29,6.0,7,10,1.0,25,27,5.0,16,19,15.0,26,8,13,26,30,28,21,12,18,241.0,40.7,89.1,0.457,11.0,31.0,0.353,29.7,58.1,0.512,16.5,21.5,0.767,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8,19,15,17,12.0,3,3,14.0,23,28,10.0,7,8,10.0,9,4,5,1,19,10,29,14,9
119,WAS,2020,25,47,26,46,-4.67,-0.57,-5.24,110.9,115.5,102.7,0.27,0.358,0.523,12.2,22.2,0.213,0.5579999999999999,13.9,75.3,0.231,Capital One Arena,"532,702",22,2,22,25,25.0,27.0,25.0,15.0,30.0,7.0,9.0,22.0,21.0,7.0,18.0,6.0,29.0,4.0,28.0,28.0,None,21,241.0,41.5,90.9,0.457,12.0,32.6,0.368,29.5,58.3,0.506,19.4,24.6,0.7879999999999999,10.2,31.9,42.0,25.0,8.0,4.3,14.2,22.7,114.4,19,11,5,21.0,17,18,8.0,8,5,26.0,6,7,11.0,17,28,28,12,11,24,9,29,7,241.0,43.1,88.4,0.488,12.4,33.1,0.376,30.7,55.2,0.555,20.4,26.3,0.778,10.5,35.7,46.2,25.2,7.5,5.0,16.2,22.2,119.1,19,27,14,29.0,22,9,27.0,26,17,27.0,29,29,19.0,22,23,25,22,15,18,3,4,29
120,ATL,2021,5,5,6,4,4.4,0.27,4.67,113.7,109.3,100.2,0.293,0.434,0.515,12.4,26.4,0.237,0.502,11.0,78.5,0.22,State Farm Arena,0,15,13,9,4,5.0,13.0,5.0,6.0,14.0,18.0,4.0,10.0,22.0,9.0,1.0,1.0,1.0,28.0,17.0,24.0,None,7,240.0,39.3,89.9,0.43700000000000006,14.0,39.0,0.359,25.3,50.9,0.49700000000000005,21.3,26.3,0.81,12.4,37.3,49.7,24.4,6.4,3.5,14.4,21.1,113.9,23,22,11,27.0,7,5,17.0,26,21,25.0,1,4,5.0,1,6,2,17,27,28,11,21,9,240.0,39.5,89.4,0.442,10.8,35.2,0.307,28.7,54.2,0.53,19.7,23.9,0.8240000000000001,10.2,34.5,44.7,22.7,7.7,5.6,12.4,20.6,109.5,23,8,18,4.0,2,16,1.0,21,15,17.0,25,23,30.0,22,11,13,7,16,22,28,13,11
121,BOS,2021,7,3,6,4,1.8,0.87,2.67,112.9,111.1,100.1,0.23399999999999999,0.35,0.5479999999999999,13.8,26.4,0.17600000000000002,0.5379999999999999,13.5,79.4,0.212,TD Garden,0,3,29,14,11,12.0,8.0,8.0,10.0,22.0,20.0,21.0,24.0,11.0,21.0,2.0,23.0,20.0,14.0,11.0,22.0,None,7,240.0,42.6,88.8,0.48,12.2,31.1,0.392,30.4,57.7,0.527,15.6,20.8,0.75,11.6,33.6,45.2,23.2,9.1,6.6,15.7,21.4,113.0,23,7,14,6.0,19,26,4.0,4,6,15.0,23,20,19.0,4,24,13,23,6,4,22,23,12,240.0,40.4,86.4,0.46799999999999997,12.1,32.8,0.369,28.3,53.6,0.528,18.3,23.0,0.7959999999999999,8.7,32.4,41.1,23.1,7.8,5.5,15.0,19.7,111.2,23,16,9,21.0,9,9,17.0,17,14,16.0,23,19,26.0,4,4,4,8,17,20,14,19,17
122,BRK,2021,6,6,8,4,5.58,0.89,6.47,113.9,108.6,103.4,0.273,0.41200000000000003,0.568,14.4,20.1,0.21899999999999997,0.51,11.9,76.5,0.177,Barclays Center,0,9,7,3,6,3.0,7.0,3.0,4.0,12.0,4.0,9.0,13.0,3.0,25.0,20.0,6.0,5.0,24.0,25.0,10.0,None,7,242.1,42.8,87.7,0.488,14.2,36.1,0.39299999999999996,28.6,51.6,0.5539999999999999,19.2,23.9,0.8009999999999999,8.7,37.8,46.4,25.9,7.3,5.8,16.6,19.4,118.8,2,6,18,4.0,6,13,3.0,15,17,6.0,7,8,7.0,21,5,8,8,21,7,26,9,3,242.1,42.0,94.7,0.444,12.5,34.1,0.36700000000000005,29.5,60.6,0.48700000000000004,16.8,22.1,0.758,11.6,34.5,46.1,25.3,8.5,4.2,14.2,21.3,113.3,2,22,30,6.0,15,12,13.0,23,30,4.0,14,12,12.0,30,11,20,21,23,6,22,10,22
